Les codes hexas et unicode des caractères usuels, par Nicolas Hoffmann
Code unicode	Code hexa	En clair	Au clavier
&#11170;	%2ba2	⮢
&#11171;	%2ba3	⮣
&#11172;	%2ba4	⮤
&#11173;	%2ba5	⮥
&#11174;	%2ba6	⮦
&#11175;	%2ba7	⮧
&#11176;	%2ba8	⮨
&#11177;	%2ba9	⮩
&#11178;	%2baa	⮪
&#11179;	%2bab	⮫
&#11180;	%2bac	⮬
&#11181;	%2bad	⮭
&#11182;	%2bae	⮮
&#11183;	%2baf	⮯
&#11184;	%2bb0	⮰
&#11185;	%2bb1	⮱
&#11186;	%2bb2	⮲
&#11187;	%2bb3	⮳
&#11188;	%2bb4	⮴
&#11189;	%2bb5	⮵
&#11190;	%2bb6	⮶
&#11191;	%2bb7	⮷
&#11192;	%2bb8	⮸
&#11193;	%2bb9	⮹
&#11194;	%2bba	⮺
&#11195;	%2bbb	⮻
&#11196;	%2bbc	⮼
&#11197;	%2bbd	⮽
&#11198;	%2bbe	⮾
&#11199;	%2bbf	⮿
&#11200;	%2bc0	⯀
&#11201;	%2bc1	⯁
&#11202;	%2bc2	⯂
&#11203;	%2bc3	⯃
&#11204;	%2bc4	⯄
&#11205;	%2bc5	⯅
&#11206;	%2bc6	⯆
&#11207;	%2bc7	⯇
&#11208;	%2bc8	⯈
&#11209;	%2bc9	⯉
&#11210;	%2bca	⯊
&#11211;	%2bcb	⯋
&#11212;	%2bcc	⯌
&#11213;	%2bcd	⯍
&#11214;	%2bce	⯎
&#11215;	%2bcf	⯏
&#11216;	%2bd0	⯐
&#11217;	%2bd1	⯑
&#11218;	%2bd2	⯒
&#11219;	%2bd3	⯓
&#11220;	%2bd4	⯔
&#11221;	%2bd5	⯕
&#11222;	%2bd6	⯖
&#11223;	%2bd7	⯗
&#11224;	%2bd8	⯘
&#11225;	%2bd9	⯙
&#11226;	%2bda	⯚
&#11227;	%2bdb	⯛
&#11228;	%2bdc	⯜
&#11229;	%2bdd	⯝
&#11230;	%2bde	⯞
&#11231;	%2bdf	⯟
&#11232;	%2be0	⯠
&#11233;	%2be1	⯡
&#11234;	%2be2	⯢
&#11235;	%2be3	⯣
&#11236;	%2be4	⯤
&#11237;	%2be5	⯥
&#11238;	%2be6	⯦
&#11239;	%2be7	⯧
&#11240;	%2be8	⯨
&#11241;	%2be9	⯩
&#11242;	%2bea	⯪
&#11243;	%2beb	⯫
&#11244;	%2bec	⯬
&#11245;	%2bed	⯭
&#11246;	%2bee	⯮
&#11247;	%2bef	⯯
&#11248;	%2bf0	⯰
&#11249;	%2bf1	⯱
&#11250;	%2bf2	⯲
&#11251;	%2bf3	⯳
&#11252;	%2bf4	⯴
&#11253;	%2bf5	⯵
&#11254;	%2bf6	⯶
&#11255;	%2bf7	⯷
&#11256;	%2bf8	⯸
&#11257;	%2bf9	⯹
&#11258;	%2bfa	⯺
&#11259;	%2bfb	⯻
&#11260;	%2bfc	⯼
&#11261;	%2bfd	⯽
&#11262;	%2bfe	⯾
&#11263;	%2bff	⯿
&#11264;	%2c00	Ⰰ
&#11265;	%2c01	Ⰱ
&#11266;	%2c02	Ⰲ
&#11267;	%2c03	Ⰳ
&#11268;	%2c04	Ⰴ
&#11269;	%2c05	Ⰵ
&#11270;	%2c06	Ⰶ
&#11271;	%2c07	Ⰷ
&#11272;	%2c08	Ⰸ
&#11273;	%2c09	Ⰹ
&#11274;	%2c0a	Ⰺ
&#11275;	%2c0b	Ⰻ
&#11276;	%2c0c	Ⰼ
&#11277;	%2c0d	Ⰽ
&#11278;	%2c0e	Ⰾ
&#11279;	%2c0f	Ⰿ
&#11280;	%2c10	Ⱀ
&#11281;	%2c11	Ⱁ
&#11282;	%2c12	Ⱂ
&#11283;	%2c13	Ⱃ
&#11284;	%2c14	Ⱄ
&#11285;	%2c15	Ⱅ
&#11286;	%2c16	Ⱆ
&#11287;	%2c17	Ⱇ
&#11288;	%2c18	Ⱈ
&#11289;	%2c19	Ⱉ
&#11290;	%2c1a	Ⱊ
&#11291;	%2c1b	Ⱋ
&#11292;	%2c1c	Ⱌ
&#11293;	%2c1d	Ⱍ
&#11294;	%2c1e	Ⱎ
&#11295;	%2c1f	Ⱏ
&#11296;	%2c20	Ⱐ
&#11297;	%2c21	Ⱑ
&#11298;	%2c22	Ⱒ
&#11299;	%2c23	Ⱓ
&#11300;	%2c24	Ⱔ
&#11301;	%2c25	Ⱕ
&#11302;	%2c26	Ⱖ
&#11303;	%2c27	Ⱗ
&#11304;	%2c28	Ⱘ
&#11305;	%2c29	Ⱙ
&#11306;	%2c2a	Ⱚ
&#11307;	%2c2b	Ⱛ
&#11308;	%2c2c	Ⱜ
&#11309;	%2c2d	Ⱝ
&#11310;	%2c2e	Ⱞ
&#11311;	%2c2f	Ⱟ
&#11312;	%2c30	ⰰ
&#11313;	%2c31	ⰱ
&#11314;	%2c32	ⰲ
&#11315;	%2c33	ⰳ
&#11316;	%2c34	ⰴ
&#11317;	%2c35	ⰵ
&#11318;	%2c36	ⰶ
&#11319;	%2c37	ⰷ
&#11320;	%2c38	ⰸ
&#11321;	%2c39	ⰹ
&#11322;	%2c3a	ⰺ
&#11323;	%2c3b	ⰻ
&#11324;	%2c3c	ⰼ
&#11325;	%2c3d	ⰽ
&#11326;	%2c3e	ⰾ
&#11327;	%2c3f	ⰿ
&#11328;	%2c40	ⱀ
&#11329;	%2c41	ⱁ
&#11330;	%2c42	ⱂ
&#11331;	%2c43	ⱃ
&#11332;	%2c44	ⱄ
&#11333;	%2c45	ⱅ
&#11334;	%2c46	ⱆ
&#11335;	%2c47	ⱇ
&#11336;	%2c48	ⱈ
&#11337;	%2c49	ⱉ
&#11338;	%2c4a	ⱊ
&#11339;	%2c4b	ⱋ
&#11340;	%2c4c	ⱌ
&#11341;	%2c4d	ⱍ
&#11342;	%2c4e	ⱎ
&#11343;	%2c4f	ⱏ
&#11344;	%2c50	ⱐ
&#11345;	%2c51	ⱑ
&#11346;	%2c52	ⱒ
&#11347;	%2c53	ⱓ
&#11348;	%2c54	ⱔ
&#11349;	%2c55	ⱕ
&#11350;	%2c56	ⱖ
&#11351;	%2c57	ⱗ
&#11352;	%2c58	ⱘ
&#11353;	%2c59	ⱙ
&#11354;	%2c5a	ⱚ
&#11355;	%2c5b	ⱛ
&#11356;	%2c5c	ⱜ
&#11357;	%2c5d	ⱝ
&#11358;	%2c5e	ⱞ
&#11359;	%2c5f	ⱟ
&#11360;	%2c60	Ⱡ
&#11361;	%2c61	ⱡ
&#11362;	%2c62	Ɫ
&#11363;	%2c63	Ᵽ
&#11364;	%2c64	Ɽ
&#11365;	%2c65	ⱥ
&#11366;	%2c66	ⱦ
&#11367;	%2c67	Ⱨ
&#11368;	%2c68	ⱨ
&#11369;	%2c69	Ⱪ
&#11370;	%2c6a	ⱪ
&#11371;	%2c6b	Ⱬ
&#11372;	%2c6c	ⱬ
&#11373;	%2c6d	Ɑ
&#11374;	%2c6e	Ɱ
&#11375;	%2c6f	Ɐ
&#11376;	%2c70	Ɒ
&#11377;	%2c71	ⱱ
&#11378;	%2c72	Ⱳ
&#11379;	%2c73	ⱳ
&#11380;	%2c74	ⱴ
&#11381;	%2c75	Ⱶ
&#11382;	%2c76	ⱶ
&#11383;	%2c77	ⱷ
&#11384;	%2c78	ⱸ
&#11385;	%2c79	ⱹ
&#11386;	%2c7a	ⱺ
&#11387;	%2c7b	ⱻ
&#11388;	%2c7c	ⱼ
&#11389;	%2c7d	ⱽ
&#11390;	%2c7e	Ȿ
&#11391;	%2c7f	Ɀ
&#11392;	%2c80	Ⲁ
&#11393;	%2c81	ⲁ
&#11394;	%2c82	Ⲃ
&#11395;	%2c83	ⲃ
&#11396;	%2c84	Ⲅ
&#11397;	%2c85	ⲅ
&#11398;	%2c86	Ⲇ
&#11399;	%2c87	ⲇ
&#11400;	%2c88	Ⲉ
&#11401;	%2c89	ⲉ
&#11402;	%2c8a	Ⲋ
&#11403;	%2c8b	ⲋ
&#11404;	%2c8c	Ⲍ
&#11405;	%2c8d	ⲍ
&#11406;	%2c8e	Ⲏ
&#11407;	%2c8f	ⲏ
&#11408;	%2c90	Ⲑ
&#11409;	%2c91	ⲑ
&#11410;	%2c92	Ⲓ
&#11411;	%2c93	ⲓ
&#11412;	%2c94	Ⲕ
&#11413;	%2c95	ⲕ
&#11414;	%2c96	Ⲗ
&#11415;	%2c97	ⲗ
&#11416;	%2c98	Ⲙ
&#11417;	%2c99	ⲙ
&#11418;	%2c9a	Ⲛ
&#11419;	%2c9b	ⲛ
&#11420;	%2c9c	Ⲝ
&#11421;	%2c9d	ⲝ
&#11422;	%2c9e	Ⲟ
&#11423;	%2c9f	ⲟ
&#11424;	%2ca0	Ⲡ
&#11425;	%2ca1	ⲡ
&#11426;	%2ca2	Ⲣ
&#11427;	%2ca3	ⲣ
&#11428;	%2ca4	Ⲥ
&#11429;	%2ca5	ⲥ
&#11430;	%2ca6	Ⲧ
&#11431;	%2ca7	ⲧ
&#11432;	%2ca8	Ⲩ
&#11433;	%2ca9	ⲩ
&#11434;	%2caa	Ⲫ
&#11435;	%2cab	ⲫ
&#11436;	%2cac	Ⲭ
&#11437;	%2cad	ⲭ
&#11438;	%2cae	Ⲯ
&#11439;	%2caf	ⲯ
&#11440;	%2cb0	Ⲱ
&#11441;	%2cb1	ⲱ
&#11442;	%2cb2	Ⲳ
&#11443;	%2cb3	ⲳ
&#11444;	%2cb4	Ⲵ
&#11445;	%2cb5	ⲵ
&#11446;	%2cb6	Ⲷ
&#11447;	%2cb7	ⲷ
&#11448;	%2cb8	Ⲹ
&#11449;	%2cb9	ⲹ
&#11450;	%2cba	Ⲻ
&#11451;	%2cbb	ⲻ
&#11452;	%2cbc	Ⲽ
&#11453;	%2cbd	ⲽ
&#11454;	%2cbe	Ⲿ
&#11455;	%2cbf	ⲿ
&#11456;	%2cc0	Ⳁ
&#11457;	%2cc1	ⳁ
&#11458;	%2cc2	Ⳃ
&#11459;	%2cc3	ⳃ
&#11460;	%2cc4	Ⳅ
&#11461;	%2cc5	ⳅ
&#11462;	%2cc6	Ⳇ
&#11463;	%2cc7	ⳇ
&#11464;	%2cc8	Ⳉ
&#11465;	%2cc9	ⳉ
&#11466;	%2cca	Ⳋ
&#11467;	%2ccb	ⳋ
&#11468;	%2ccc	Ⳍ
&#11469;	%2ccd	ⳍ
&#11470;	%2cce	Ⳏ
&#11471;	%2ccf	ⳏ
&#11472;	%2cd0	Ⳑ
&#11473;	%2cd1	ⳑ
&#11474;	%2cd2	Ⳓ
&#11475;	%2cd3	ⳓ
&#11476;	%2cd4	Ⳕ
&#11477;	%2cd5	ⳕ
&#11478;	%2cd6	Ⳗ
&#11479;	%2cd7	ⳗ
&#11480;	%2cd8	Ⳙ
&#11481;	%2cd9	ⳙ
&#11482;	%2cda	Ⳛ
&#11483;	%2cdb	ⳛ
&#11484;	%2cdc	Ⳝ
&#11485;	%2cdd	ⳝ
&#11486;	%2cde	Ⳟ
&#11487;	%2cdf	ⳟ
&#11488;	%2ce0	Ⳡ
&#11489;	%2ce1	ⳡ
&#11490;	%2ce2	Ⳣ
&#11491;	%2ce3	ⳣ
&#11492;	%2ce4	ⳤ
&#11493;	%2ce5	⳥
&#11494;	%2ce6	⳦
&#11495;	%2ce7	⳧
&#11496;	%2ce8	⳨
&#11497;	%2ce9	⳩
&#11498;	%2cea	⳪
&#11499;	%2ceb	Ⳬ
&#11500;	%2cec	ⳬ
&#11501;	%2ced	Ⳮ
&#11502;	%2cee	ⳮ
&#11503;	%2cef	⳯
&#11504;	%2cf0	⳰
&#11505;	%2cf1	⳱
&#11506;	%2cf2	Ⳳ
&#11507;	%2cf3	ⳳ
&#11508;	%2cf4	⳴
&#11509;	%2cf5	⳵
&#11510;	%2cf6	⳶
&#11511;	%2cf7	⳷
&#11512;	%2cf8	⳸
&#11513;	%2cf9	⳹
&#11514;	%2cfa	⳺
&#11515;	%2cfb	⳻
&#11516;	%2cfc	⳼
&#11517;	%2cfd	⳽
&#11518;	%2cfe	⳾
&#11519;	%2cff	⳿
&#11520;	%2d00	ⴀ
&#11521;	%2d01	ⴁ
&#11522;	%2d02	ⴂ
&#11523;	%2d03	ⴃ
&#11524;	%2d04	ⴄ
&#11525;	%2d05	ⴅ
&#11526;	%2d06	ⴆ
&#11527;	%2d07	ⴇ
&#11528;	%2d08	ⴈ
&#11529;	%2d09	ⴉ
&#11530;	%2d0a	ⴊ
&#11531;	%2d0b	ⴋ
&#11532;	%2d0c	ⴌ
&#11533;	%2d0d	ⴍ
&#11534;	%2d0e	ⴎ
&#11535;	%2d0f	ⴏ
&#11536;	%2d10	ⴐ
&#11537;	%2d11	ⴑ
&#11538;	%2d12	ⴒ
&#11539;	%2d13	ⴓ
&#11540;	%2d14	ⴔ
&#11541;	%2d15	ⴕ
&#11542;	%2d16	ⴖ
&#11543;	%2d17	ⴗ
&#11544;	%2d18	ⴘ
&#11545;	%2d19	ⴙ
&#11546;	%2d1a	ⴚ
&#11547;	%2d1b	ⴛ
&#11548;	%2d1c	ⴜ
&#11549;	%2d1d	ⴝ
&#11550;	%2d1e	ⴞ
&#11551;	%2d1f	ⴟ
&#11552;	%2d20	ⴠ
&#11553;	%2d21	ⴡ
&#11554;	%2d22	ⴢ
&#11555;	%2d23	ⴣ
&#11556;	%2d24	ⴤ
&#11557;	%2d25	ⴥ
&#11558;	%2d26	⴦
&#11559;	%2d27	ⴧ
&#11560;	%2d28	⴨
&#11561;	%2d29	⴩
&#11562;	%2d2a	⴪
&#11563;	%2d2b	⴫
&#11564;	%2d2c	⴬
&#11565;	%2d2d	ⴭ
&#11566;	%2d2e	⴮
&#11567;	%2d2f	⴯
&#11568;	%2d30	ⴰ
&#11569;	%2d31	ⴱ
&#11570;	%2d32	ⴲ
&#11571;	%2d33	ⴳ
&#11572;	%2d34	ⴴ
&#11573;	%2d35	ⴵ
&#11574;	%2d36	ⴶ
&#11575;	%2d37	ⴷ
&#11576;	%2d38	ⴸ
&#11577;	%2d39	ⴹ
&#11578;	%2d3a	ⴺ
&#11579;	%2d3b	ⴻ
&#11580;	%2d3c	ⴼ
&#11581;	%2d3d	ⴽ
&#11582;	%2d3e	ⴾ
&#11583;	%2d3f	ⴿ
&#11584;	%2d40	ⵀ
&#11585;	%2d41	ⵁ
&#11586;	%2d42	ⵂ
&#11587;	%2d43	ⵃ
&#11588;	%2d44	ⵄ
&#11589;	%2d45	ⵅ
&#11590;	%2d46	ⵆ
&#11591;	%2d47	ⵇ
&#11592;	%2d48	ⵈ
&#11593;	%2d49	ⵉ
&#11594;	%2d4a	ⵊ
&#11595;	%2d4b	ⵋ
&#11596;	%2d4c	ⵌ
&#11597;	%2d4d	ⵍ
&#11598;	%2d4e	ⵎ
&#11599;	%2d4f	ⵏ
&#11600;	%2d50	ⵐ
&#11601;	%2d51	ⵑ
&#11602;	%2d52	ⵒ
&#11603;	%2d53	ⵓ
&#11604;	%2d54	ⵔ
&#11605;	%2d55	ⵕ
&#11606;	%2d56	ⵖ
&#11607;	%2d57	ⵗ
&#11608;	%2d58	ⵘ
&#11609;	%2d59	ⵙ
&#11610;	%2d5a	ⵚ
&#11611;	%2d5b	ⵛ
&#11612;	%2d5c	ⵜ
&#11613;	%2d5d	ⵝ
&#11614;	%2d5e	ⵞ
&#11615;	%2d5f	ⵟ
&#11616;	%2d60	ⵠ
&#11617;	%2d61	ⵡ
&#11618;	%2d62	ⵢ
&#11619;	%2d63	ⵣ
&#11620;	%2d64	ⵤ
&#11621;	%2d65	ⵥ
&#11622;	%2d66	ⵦ
&#11623;	%2d67	ⵧ
&#11624;	%2d68	⵨
&#11625;	%2d69	⵩
&#11626;	%2d6a	⵪
&#11627;	%2d6b	⵫
&#11628;	%2d6c	⵬
&#11629;	%2d6d	⵭
&#11630;	%2d6e	⵮
&#11631;	%2d6f	ⵯ
&#11632;	%2d70	⵰
&#11633;	%2d71	⵱
&#11634;	%2d72	⵲
&#11635;	%2d73	⵳
&#11636;	%2d74	⵴
&#11637;	%2d75	⵵
&#11638;	%2d76	⵶
&#11639;	%2d77	⵷
&#11640;	%2d78	⵸
&#11641;	%2d79	⵹
&#11642;	%2d7a	⵺
&#11643;	%2d7b	⵻
&#11644;	%2d7c	⵼
&#11645;	%2d7d	⵽
&#11646;	%2d7e	⵾
&#11647;	%2d7f	⵿
&#11648;	%2d80	ⶀ
&#11649;	%2d81	ⶁ
&#11650;	%2d82	ⶂ
&#11651;	%2d83	ⶃ
&#11652;	%2d84	ⶄ
&#11653;	%2d85	ⶅ
&#11654;	%2d86	ⶆ
&#11655;	%2d87	ⶇ
&#11656;	%2d88	ⶈ
&#11657;	%2d89	ⶉ
&#11658;	%2d8a	ⶊ
&#11659;	%2d8b	ⶋ
&#11660;	%2d8c	ⶌ
&#11661;	%2d8d	ⶍ
&#11662;	%2d8e	ⶎ
&#11663;	%2d8f	ⶏ
&#11664;	%2d90	ⶐ
&#11665;	%2d91	ⶑ
&#11666;	%2d92	ⶒ
&#11667;	%2d93	ⶓ
&#11668;	%2d94	ⶔ
&#11669;	%2d95	ⶕ
&#11670;	%2d96	ⶖ
&#11671;	%2d97	⶗
&#11672;	%2d98	⶘
&#11673;	%2d99	⶙
&#11674;	%2d9a	⶚
&#11675;	%2d9b	⶛
&#11676;	%2d9c	⶜
&#11677;	%2d9d	⶝
&#11678;	%2d9e	⶞
&#11679;	%2d9f	⶟
&#11680;	%2da0	ⶠ
&#11681;	%2da1	ⶡ
&#11682;	%2da2	ⶢ
&#11683;	%2da3	ⶣ
&#11684;	%2da4	ⶤ
&#11685;	%2da5	ⶥ
&#11686;	%2da6	ⶦ
&#11687;	%2da7	⶧
&#11688;	%2da8	ⶨ
&#11689;	%2da9	ⶩ
&#11690;	%2daa	ⶪ
&#11691;	%2dab	ⶫ
&#11692;	%2dac	ⶬ
&#11693;	%2dad	ⶭ
&#11694;	%2dae	ⶮ
&#11695;	%2daf	⶯
&#11696;	%2db0	ⶰ
&#11697;	%2db1	ⶱ
&#11698;	%2db2	ⶲ
&#11699;	%2db3	ⶳ
&#11700;	%2db4	ⶴ
&#11701;	%2db5	ⶵ
&#11702;	%2db6	ⶶ
&#11703;	%2db7	⶷
&#11704;	%2db8	ⶸ
&#11705;	%2db9	ⶹ
&#11706;	%2dba	ⶺ
&#11707;	%2dbb	ⶻ
&#11708;	%2dbc	ⶼ
&#11709;	%2dbd	ⶽ
&#11710;	%2dbe	ⶾ
&#11711;	%2dbf	⶿
&#11712;	%2dc0	ⷀ
&#11713;	%2dc1	ⷁ
&#11714;	%2dc2	ⷂ
&#11715;	%2dc3	ⷃ
&#11716;	%2dc4	ⷄ
&#11717;	%2dc5	ⷅ
&#11718;	%2dc6	ⷆ
&#11719;	%2dc7	⷇
&#11720;	%2dc8	ⷈ
&#11721;	%2dc9	ⷉ
&#11722;	%2dca	ⷊ
&#11723;	%2dcb	ⷋ
&#11724;	%2dcc	ⷌ
&#11725;	%2dcd	ⷍ
&#11726;	%2dce	ⷎ
&#11727;	%2dcf	⷏
&#11728;	%2dd0	ⷐ
&#11729;	%2dd1	ⷑ
&#11730;	%2dd2	ⷒ
&#11731;	%2dd3	ⷓ
&#11732;	%2dd4	ⷔ
&#11733;	%2dd5	ⷕ
&#11734;	%2dd6	ⷖ
&#11735;	%2dd7	⷗
&#11736;	%2dd8	ⷘ
&#11737;	%2dd9	ⷙ
&#11738;	%2dda	ⷚ
&#11739;	%2ddb	ⷛ
&#11740;	%2ddc	ⷜ
&#11741;	%2ddd	ⷝ
&#11742;	%2dde	ⷞ
&#11743;	%2ddf	⷟
&#11744;	%2de0	ⷠ
&#11745;	%2de1	ⷡ
&#11746;	%2de2	ⷢ
&#11747;	%2de3	ⷣ
&#11748;	%2de4	ⷤ
&#11749;	%2de5	ⷥ
&#11750;	%2de6	ⷦ
&#11751;	%2de7	ⷧ
&#11752;	%2de8	ⷨ
&#11753;	%2de9	ⷩ
&#11754;	%2dea	ⷪ
&#11755;	%2deb	ⷫ
&#11756;	%2dec	ⷬ
&#11757;	%2ded	ⷭ
&#11758;	%2dee	ⷮ
&#11759;	%2def	ⷯ
&#11760;	%2df0	ⷰ
&#11761;	%2df1	ⷱ
&#11762;	%2df2	ⷲ
&#11763;	%2df3	ⷳ
&#11764;	%2df4	ⷴ
&#11765;	%2df5	ⷵ
&#11766;	%2df6	ⷶ
&#11767;	%2df7	ⷷ
&#11768;	%2df8	ⷸ
&#11769;	%2df9	ⷹ
&#11770;	%2dfa	ⷺ
&#11771;	%2dfb	ⷻ
&#11772;	%2dfc	ⷼ
&#11773;	%2dfd	ⷽ
&#11774;	%2dfe	ⷾ
&#11775;	%2dff	ⷿ
&#11776;	%2e00	⸀
&#11777;	%2e01	⸁
&#11778;	%2e02	⸂
&#11779;	%2e03	⸃
&#11780;	%2e04	⸄
&#11781;	%2e05	⸅
&#11782;	%2e06	⸆
&#11783;	%2e07	⸇
&#11784;	%2e08	⸈
&#11785;	%2e09	⸉
&#11786;	%2e0a	⸊
&#11787;	%2e0b	⸋
&#11788;	%2e0c	⸌
&#11789;	%2e0d	⸍
&#11790;	%2e0e	⸎
&#11791;	%2e0f	⸏
&#11792;	%2e10	⸐
&#11793;	%2e11	⸑
&#11794;	%2e12	⸒
&#11795;	%2e13	⸓
&#11796;	%2e14	⸔
&#11797;	%2e15	⸕
&#11798;	%2e16	⸖
&#11799;	%2e17	⸗
&#11800;	%2e18	⸘
&#11801;	%2e19	⸙
&#11802;	%2e1a	⸚
&#11803;	%2e1b	⸛
&#11804;	%2e1c	⸜
&#11805;	%2e1d	⸝
&#11806;	%2e1e	⸞
&#11807;	%2e1f	⸟
&#11808;	%2e20	⸠
&#11809;	%2e21	⸡
&#11810;	%2e22	⸢
&#11811;	%2e23	⸣
&#11812;	%2e24	⸤
&#11813;	%2e25	⸥
&#11814;	%2e26	⸦
&#11815;	%2e27	⸧
&#11816;	%2e28	⸨
&#11817;	%2e29	⸩
&#11818;	%2e2a	⸪
&#11819;	%2e2b	⸫
&#11820;	%2e2c	⸬
&#11821;	%2e2d	⸭
&#11822;	%2e2e	⸮
&#11823;	%2e2f	ⸯ
&#11824;	%2e30	⸰
&#11825;	%2e31	⸱
&#11826;	%2e32	⸲
&#11827;	%2e33	⸳
&#11828;	%2e34	⸴
&#11829;	%2e35	⸵
&#11830;	%2e36	⸶
&#11831;	%2e37	⸷
&#11832;	%2e38	⸸
&#11833;	%2e39	⸹
&#11834;	%2e3a	⸺
&#11835;	%2e3b	⸻
&#11836;	%2e3c	⸼
&#11837;	%2e3d	⸽
&#11838;	%2e3e	⸾
&#11839;	%2e3f	⸿
&#11840;	%2e40	⹀
&#11841;	%2e41	⹁
&#11842;	%2e42	⹂
&#11843;	%2e43	⹃
&#11844;	%2e44	⹄
&#11845;	%2e45	⹅
&#11846;	%2e46	⹆
&#11847;	%2e47	⹇
&#11848;	%2e48	⹈
&#11849;	%2e49	⹉
&#11850;	%2e4a	⹊
&#11851;	%2e4b	⹋
&#11852;	%2e4c	⹌
&#11853;	%2e4d	⹍
&#11854;	%2e4e	⹎
&#11855;	%2e4f	⹏
&#11856;	%2e50	⹐
&#11857;	%2e51	⹑
&#11858;	%2e52	⹒
&#11859;	%2e53	⹓
&#11860;	%2e54	⹔
&#11861;	%2e55	⹕
&#11862;	%2e56	⹖
&#11863;	%2e57	⹗
&#11864;	%2e58	⹘
&#11865;	%2e59	⹙
&#11866;	%2e5a	⹚
&#11867;	%2e5b	⹛
&#11868;	%2e5c	⹜
&#11869;	%2e5d	⹝
&#11870;	%2e5e	⹞
&#11871;	%2e5f	⹟
&#11872;	%2e60	⹠
&#11873;	%2e61	⹡
&#11874;	%2e62	⹢
&#11875;	%2e63	⹣
&#11876;	%2e64	⹤
&#11877;	%2e65	⹥
&#11878;	%2e66	⹦
&#11879;	%2e67	⹧
&#11880;	%2e68	⹨
&#11881;	%2e69	⹩
&#11882;	%2e6a	⹪
&#11883;	%2e6b	⹫
&#11884;	%2e6c	⹬
&#11885;	%2e6d	⹭
&#11886;	%2e6e	⹮
&#11887;	%2e6f	⹯
&#11888;	%2e70	⹰
&#11889;	%2e71	⹱
&#11890;	%2e72	⹲
&#11891;	%2e73	⹳
&#11892;	%2e74	⹴
&#11893;	%2e75	⹵
&#11894;	%2e76	⹶
&#11895;	%2e77	⹷
&#11896;	%2e78	⹸
&#11897;	%2e79	⹹
&#11898;	%2e7a	⹺
&#11899;	%2e7b	⹻
&#11900;	%2e7c	⹼
&#11901;	%2e7d	⹽
&#11902;	%2e7e	⹾
&#11903;	%2e7f	⹿
&#11904;	%2e80	⺀
&#11905;	%2e81	⺁
&#11906;	%2e82	⺂
&#11907;	%2e83	⺃
&#11908;	%2e84	⺄
&#11909;	%2e85	⺅
&#11910;	%2e86	⺆
&#11911;	%2e87	⺇
&#11912;	%2e88	⺈
&#11913;	%2e89	⺉
&#11914;	%2e8a	⺊
&#11915;	%2e8b	⺋
&#11916;	%2e8c	⺌
&#11917;	%2e8d	⺍
&#11918;	%2e8e	⺎
&#11919;	%2e8f	⺏
&#11920;	%2e90	⺐
&#11921;	%2e91	⺑
&#11922;	%2e92	⺒
&#11923;	%2e93	⺓
&#11924;	%2e94	⺔
&#11925;	%2e95	⺕
&#11926;	%2e96	⺖
&#11927;	%2e97	⺗
&#11928;	%2e98	⺘
&#11929;	%2e99	⺙
&#11930;	%2e9a	⺚
&#11931;	%2e9b	⺛
&#11932;	%2e9c	⺜
&#11933;	%2e9d	⺝
&#11934;	%2e9e	⺞
&#11935;	%2e9f	⺟
&#11936;	%2ea0	⺠
&#11937;	%2ea1	⺡
&#11938;	%2ea2	⺢
&#11939;	%2ea3	⺣
&#11940;	%2ea4	⺤
&#11941;	%2ea5	⺥
&#11942;	%2ea6	⺦
&#11943;	%2ea7	⺧
&#11944;	%2ea8	⺨
&#11945;	%2ea9	⺩
&#11946;	%2eaa	⺪
&#11947;	%2eab	⺫
&#11948;	%2eac	⺬
&#11949;	%2ead	⺭
&#11950;	%2eae	⺮
&#11951;	%2eaf	⺯
&#11952;	%2eb0	⺰
&#11953;	%2eb1	⺱
&#11954;	%2eb2	⺲
&#11955;	%2eb3	⺳
&#11956;	%2eb4	⺴
&#11957;	%2eb5	⺵
&#11958;	%2eb6	⺶
&#11959;	%2eb7	⺷
&#11960;	%2eb8	⺸
&#11961;	%2eb9	⺹
&#11962;	%2eba	⺺
&#11963;	%2ebb	⺻
&#11964;	%2ebc	⺼
&#11965;	%2ebd	⺽
&#11966;	%2ebe	⺾
&#11967;	%2ebf	⺿
&#11968;	%2ec0	⻀
&#11969;	%2ec1	⻁
&#11970;	%2ec2	⻂
&#11971;	%2ec3	⻃
&#11972;	%2ec4	⻄
&#11973;	%2ec5	⻅
&#11974;	%2ec6	⻆
&#11975;	%2ec7	⻇
&#11976;	%2ec8	⻈
&#11977;	%2ec9	⻉
&#11978;	%2eca	⻊
&#11979;	%2ecb	⻋
&#11980;	%2ecc	⻌
&#11981;	%2ecd	⻍
&#11982;	%2ece	⻎
&#11983;	%2ecf	⻏
&#11984;	%2ed0	⻐
&#11985;	%2ed1	⻑
&#11986;	%2ed2	⻒
&#11987;	%2ed3	⻓
&#11988;	%2ed4	⻔
&#11989;	%2ed5	⻕
&#11990;	%2ed6	⻖
&#11991;	%2ed7	⻗
&#11992;	%2ed8	⻘
&#11993;	%2ed9	⻙
&#11994;	%2eda	⻚
&#11995;	%2edb	⻛
&#11996;	%2edc	⻜
&#11997;	%2edd	⻝
&#11998;	%2ede	⻞
&#11999;	%2edf	⻟
&#12000;	%2ee0	⻠
&#12001;	%2ee1	⻡
&#12002;	%2ee2	⻢
&#12003;	%2ee3	⻣
&#12004;	%2ee4	⻤
